,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Team,Position,avg_speed,max_speed,min_speed,avg_throttle,full_throttle,full_brake,air_temp,track_temp,wind_dir,wind_speed,dim1,dim2,cluster_id
12,14,VER,100.206,15.0,1.0,29.35,42.748,28.108,HARD,15.0,Red Bull Racing,8.0,174.33153638814017,293.0,61.0,54.094339622641506,0.38544474393531,0.24258760107816713,30.1,36.4,160.0,1.6,0.6432701623161051,-1.1567038804920617,0
13,15,VER,100.39,16.0,1.0,29.385,43.003,28.002,HARD,16.0,Red Bull Racing,8.0,174.68421052631578,291.0,58.0,53.48421052631579,0.36578947368421055,0.24473684210526317,30.1,36.4,173.0,1.6,0.8680806178318835,-0.529385278253593,0
14,16,VER,100.481,17.0,1.0,29.424,42.957,28.1,HARD,17.0,Red Bull Racing,8.0,173.26385224274406,293.0,59.0,53.0,0.37730870712401055,0.24010554089709762,30.1,36.5,189.0,1.2,1.3107564760830313,-0.8895354551031617,0
15,17,VER,100.464,18.0,1.0,29.297,42.985,28.182,HARD,18.0,Red Bull Racing,8.0,173.82894736842104,292.0,61.0,55.78421052631579,0.3868421052631579,0.2236842105263158,30.0,36.4,185.0,1.3,0.3380081848330998,-1.0742220034062355,0
16,22,VER,103.346,23.0,1.0,29.525,44.42,29.401,HARD,23.0,Red Bull Racing,3.0,169.67095115681235,287.0,55.0,54.760925449871465,0.40616966580976865,0.26735218508997427,30.0,36.0,160.0,1.6,3.519618952047662,2.0131700737725473,1
17,23,VER,101.971,24.0,1.0,29.646,43.187,29.138,HARD,24.0,Red Bull Racing,4.0,172.1640625,287.0,58.0,54.9296875,0.3958333333333333,0.24479166666666666,29.9,36.1,166.0,1.5,1.8139374236923511,0.5613525268397321,1
18,24,VER,100.7,25.0,1.0,29.509,43.123,28.068,HARD,25.0,Red Bull Racing,4.0,174.0191780821918,288.0,59.0,55.45479452054794,0.4054794520547945,0.23835616438356164,29.9,36.0,171.0,1.7,0.10939663043622036,0.19710963876171428,0
19,25,VER,100.244,26.0,1.0,29.323,42.895,28.026,HARD,26.0,Red Bull Racing,4.0,173.7696335078534,290.0,59.0,54.026178010471206,0.39790575916230364,0.2486910994764398,29.8,36.0,161.0,1.2,0.23110128289719026,-0.0031023444037377116,0
20,26,VER,101.18,27.0,1.0,29.264,43.775,28.141,HARD,27.0,Red Bull Racing,5.0,173.8894472361809,290.0,60.0,56.63316582914573,0.42462311557788945,0.22613065326633167,29.9,36.1,167.0,1.7,0.0397575972872268,0.30848563025730535,0
21,27,VER,101.431,28.0,1.0,29.371,43.923,28.137,HARD,28.0,Red Bull Racing,6.0,171.3029490616622,292.0,61.0,54.20911528150134,0.38605898123324395,0.24664879356568364,30.0,35.7,165.0,1.3,1.193783629134753,0.33867341935352463,1
22,28,VER,100.437,29.0,1.0,29.239,43.116,28.082,HARD,29.0,Red Bull Racing,6.0,174.56167979002623,292.0,61.0,57.036745406824146,0.4199475065616798,0.2099737532808399,30.0,35.7,189.0,1.6,-0.8088697192129801,-0.10776991695082265,0
23,29,VER,100.326,30.0,1.0,29.215,42.984,28.127,HARD,30.0,Red Bull Racing,6.0,175.21066666666667,292.0,63.0,55.834666666666664,0.4,0.24533333333333332,30.0,35.9,181.0,1.0,-0.11961261469856459,-0.7615749966939271,0
24,30,VER,100.247,31.0,1.0,29.203,42.946,28.098,HARD,31.0,Red Bull Racing,6.0,177.6037234042553,292.0,62.0,55.89627659574468,0.42819148936170215,0.22872340425531915,30.0,35.9,188.0,0.8,-0.5870716104327999,-1.0892260464046484,0
25,31,VER,100.033,32.0,1.0,29.169,42.944,27.92,HARD,32.0,Red Bull Racing,6.0,175.0909090909091,291.0,58.0,56.45989304812834,0.41711229946524064,0.22459893048128343,30.0,35.9,185.0,1.2,-0.46989558656260016,-0.043800760333061704,0
26,32,VER,100.087,33.0,1.0,29.136,42.96,27.991,HARD,33.0,Red Bull Racing,6.0,174.48843187660668,290.0,61.0,55.84318766066838,0.4138817480719794,0.21079691516709512,30.0,35.9,168.0,1.5,-0.8167233252402456,-0.4396320178064215,0
27,33,VER,100.378,34.0,1.0,29.177,43.109,28.092,HARD,34.0,Red Bull Racing,6.0,174.40540540540542,291.0,61.0,56.26486486486486,0.4027027027027027,0.21621621621621623,30.0,35.9,153.0,1.5,-0.5252076016030156,-0.3400714040375484,0
28,34,VER,100.266,35.0,1.0,29.137,43.13,27.999,HARD,35.0,Red Bull Racing,6.0,174.6220472440945,290.0,57.0,56.45931758530184,0.4094488188976378,0.22572178477690288,30.0,35.9,166.0,1.5,-0.35546415315694524,0.5040024834035652,0
29,35,VER,100.372,36.0,1.0,29.08,43.147,28.145,HARD,36.0,Red Bull Racing,6.0,173.48238482384824,290.0,61.0,54.387533875338754,0.38482384823848237,0.24119241192411925,29.9,35.4,180.0,1.7,-0.6036964953639438,1.0661351869619349,2
30,36,VER,100.224,37.0,1.0,29.14,43.006,28.078,HARD,37.0,Red Bull Racing,6.0,175.92411924119241,291.0,61.0,56.200542005420054,0.4146341463414634,0.21951219512195122,29.9,35.3,165.0,1.7,-1.448520210193606,0.5180932897538341,2
31,37,VER,100.61,38.0,1.0,29.19,43.225,28.195,HARD,38.0,Red Bull Racing,6.0,173.93582887700535,290.0,61.0,55.775401069518715,0.3983957219251337,0.21657754010695188,29.8,35.5,183.0,1.8,-1.123908354633876,1.0373996963216559,2
32,38,VER,101.173,39.0,1.0,29.285,43.547,28.341,HARD,39.0,Red Bull Racing,6.0,172.0842105263158,291.0,61.0,53.22105263157895,0.3868421052631579,0.24736842105263157,29.8,35.5,165.0,2.0,0.049570603933172766,1.8366912463483571,1
33,41,VER,97.713,42.0,2.0,28.603,41.522,27.588,MEDIUM,2.0,Red Bull Racing,15.0,180.69189189189188,289.0,61.0,58.54864864864865,0.42702702702702705,0.22972972972972974,29.8,35.3,161.0,1.7,-3.4616932602143553,-1.5160272709846954,2
