,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
948,0 days 02:07:07.507000,RUS,63,0 days 00:01:39.776000,37.0,2.0,,,0 days 00:00:28.756000,0 days 00:00:42.961000,0 days 00:00:28.059000,0 days 02:05:56.484000,0 days 02:06:39.445000,0 days 02:07:07.504000,281.0,269.0,245.0,286.0,False,HARD,17.0,True,Mercedes,0 days 02:05:27.731000,2023-09-17 13:06:28.242,1,2.0,False,,False,True
949,0 days 02:08:47.142000,RUS,63,0 days 00:01:39.635000,38.0,2.0,,,0 days 00:00:28.744000,0 days 00:00:42.826000,0 days 00:00:28.065000,0 days 02:07:36.248000,0 days 02:08:19.074000,0 days 02:08:47.139000,288.0,271.0,248.0,284.0,False,HARD,18.0,True,Mercedes,0 days 02:07:07.507000,2023-09-17 13:08:08.018,1,2.0,False,,False,True
950,0 days 02:10:26.311000,RUS,63,0 days 00:01:39.169000,39.0,2.0,,,0 days 00:00:28.686000,0 days 00:00:42.493000,0 days 00:00:27.990000,0 days 02:09:15.825000,0 days 02:09:58.318000,0 days 02:10:26.308000,292.0,274.0,249.0,285.0,True,HARD,19.0,True,Mercedes,0 days 02:08:47.142000,2023-09-17 13:09:47.653,1,2.0,False,,False,True
951,0 days 02:12:05.633000,RUS,63,0 days 00:01:39.322000,40.0,2.0,,,0 days 00:00:28.522000,0 days 00:00:42.813000,0 days 00:00:27.987000,0 days 02:10:54.830000,0 days 02:11:37.643000,0 days 02:12:05.630000,293.0,272.0,249.0,295.0,False,HARD,20.0,True,Mercedes,0 days 02:10:26.311000,2023-09-17 13:11:26.822,1,2.0,False,,False,True
952,0 days 02:13:45.436000,RUS,63,0 days 00:01:39.803000,41.0,2.0,,,0 days 00:00:28.822000,0 days 00:00:42.920000,0 days 00:00:28.061000,0 days 02:12:34.452000,0 days 02:13:17.372000,0 days 02:13:45.433000,283.0,273.0,247.0,286.0,False,HARD,21.0,True,Mercedes,0 days 02:12:05.633000,2023-09-17 13:13:06.144,1,2.0,False,,False,True
953,0 days 02:15:25.281000,RUS,63,0 days 00:01:39.845000,42.0,2.0,,,0 days 00:00:28.713000,0 days 00:00:43.052000,0 days 00:00:28.080000,0 days 02:14:14.146000,0 days 02:14:57.198000,0 days 02:15:25.278000,273.0,271.0,250.0,297.0,False,HARD,22.0,True,Mercedes,0 days 02:13:45.436000,2023-09-17 13:14:45.947,1,2.0,False,,False,True
954,0 days 02:17:04.763000,RUS,63,0 days 00:01:39.482000,43.0,2.0,,,0 days 00:00:28.521000,0 days 00:00:42.876000,0 days 00:00:28.085000,0 days 02:15:53.799000,0 days 02:16:36.675000,0 days 02:17:04.760000,303.0,273.0,247.0,299.0,False,HARD,23.0,True,Mercedes,0 days 02:15:25.281000,2023-09-17 13:16:25.792,2,2.0,False,,False,True
955,0 days 02:19:29.650000,RUS,63,0 days 00:02:24.887000,44.0,2.0,,0 days 02:19:21.923000,0 days 00:00:42.981000,0 days 00:00:57.210000,0 days 00:00:44.696000,0 days 02:17:47.741000,0 days 02:18:44.951000,0 days 02:19:29.647000,213.0,152.0,,245.0,False,HARD,24.0,True,Mercedes,0 days 02:17:04.763000,2023-09-17 13:18:05.274,26,4.0,False,,False,False
956,0 days 02:21:41.319000,RUS,63,0 days 00:02:11.669000,45.0,3.0,0 days 02:19:51.970000,,0 days 00:00:58.172000,0 days 00:00:46.108000,0 days 00:00:27.389000,0 days 02:20:27.819000,0 days 02:21:13.927000,0 days 02:21:41.316000,223.0,266.0,247.0,,False,MEDIUM,1.0,True,Mercedes,0 days 02:19:29.650000,2023-09-17 13:20:30.161,67,4.0,False,,False,False
957,0 days 02:23:17.592000,RUS,63,0 days 00:01:36.273000,46.0,3.0,,,0 days 00:00:28.276000,0 days 00:00:40.830000,0 days 00:00:27.167000,0 days 02:22:09.592000,0 days 02:22:50.422000,0 days 02:23:17.589000,287.0,265.0,251.0,284.0,True,MEDIUM,2.0,True,Mercedes,0 days 02:21:41.319000,2023-09-17 13:22:41.830,1,4.0,False,,False,True
958,0 days 02:24:54.011000,RUS,63,0 days 00:01:36.419000,47.0,3.0,,,0 days 00:00:28.255000,0 days 00:00:41.023000,0 days 00:00:27.141000,0 days 02:23:45.844000,0 days 02:24:26.867000,0 days 02:24:54.008000,289.0,266.0,248.0,285.0,False,MEDIUM,3.0,True,Mercedes,0 days 02:23:17.592000,2023-09-17 13:24:18.103,2,4.0,False,,False,True
959,0 days 02:26:30.660000,RUS,63,0 days 00:01:36.649000,48.0,3.0,,,0 days 00:00:28.363000,0 days 00:00:41.140000,0 days 00:00:27.146000,0 days 02:25:22.371000,0 days 02:26:03.511000,0 days 02:26:30.657000,287.0,266.0,249.0,,False,MEDIUM,4.0,True,Mercedes,0 days 02:24:54.011000,2023-09-17 13:25:54.522,1,4.0,False,,False,True
960,0 days 02:28:07.229000,RUS,63,0 days 00:01:36.569000,49.0,3.0,,,0 days 00:00:28.359000,0 days 00:00:41.104000,0 days 00:00:27.106000,0 days 02:26:59.016000,0 days 02:27:40.120000,0 days 02:28:07.226000,288.0,267.0,249.0,282.0,False,MEDIUM,5.0,True,Mercedes,0 days 02:26:30.660000,2023-09-17 13:27:31.171,1,4.0,False,,False,True
961,0 days 02:29:44.235000,RUS,63,0 days 00:01:37.006000,50.0,3.0,,,0 days 00:00:28.327000,0 days 00:00:41.395000,0 days 00:00:27.284000,0 days 02:28:35.553000,0 days 02:29:16.948000,0 days 02:29:44.232000,292.0,267.0,250.0,283.0,False,MEDIUM,6.0,True,Mercedes,0 days 02:28:07.229000,2023-09-17 13:29:07.740,1,4.0,False,,False,True
962,0 days 02:31:20.992000,RUS,63,0 days 00:01:36.757000,51.0,3.0,,,0 days 00:00:28.426000,0 days 00:00:41.190000,0 days 00:00:27.141000,0 days 02:30:12.658000,0 days 02:30:53.848000,0 days 02:31:20.989000,,268.0,248.0,288.0,False,MEDIUM,7.0,True,Mercedes,0 days 02:29:44.235000,2023-09-17 13:30:44.746,1,4.0,True,TRACK LIMITS AT TURN 19 LAP 51 ,False,True
