,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Team,Position,avg_speed,max_speed,min_speed,avg_throttle,full_throttle,full_brake,air_temp,track_temp,wind_dir,wind_speed,dim1,dim2,cluster_id
10,11,VER,92.304,12.0,1.0,31.628,34.885,25.791,HARD,12.0,Red Bull Racing,4.0,206.6342857142857,325.0,65.0,61.90571428571429,0.5057142857142857,0.2,27.6,35.5,134.0,3.7,0.3511158871592072,-1.6846862212484446,0
11,12,VER,91.736,13.0,1.0,31.561,34.698,25.477,HARD,13.0,Red Bull Racing,4.0,210.11988304093566,344.0,62.0,61.72222222222222,0.49707602339181284,0.21052631578947367,27.3,35.0,130.0,4.6,-0.35450610896653223,-1.3836919085030692,0
12,13,VER,92.193,14.0,1.0,31.857,34.654,25.682,HARD,14.0,Red Bull Racing,3.0,211.04610951008647,342.0,68.0,62.893371757925074,0.5014409221902018,0.19596541786743515,27.1,34.5,139.0,2.9,-0.9868211903954732,-1.521911290924785,0
13,14,VER,92.433,15.0,1.0,31.829,34.712,25.892,HARD,15.0,Red Bull Racing,2.0,210.92857142857142,337.0,68.0,63.8,0.5228571428571429,0.20285714285714285,27.3,34.4,138.0,4.6,-0.9005866443881932,-1.2252444852718902,1
14,15,VER,92.333,16.0,1.0,31.53,34.973,25.83,HARD,16.0,Red Bull Racing,2.0,208.78962536023056,319.0,70.0,64.10951008645533,0.5244956772334294,0.20461095100864554,27.2,34.4,139.0,5.1,-1.3092576092553072,-0.5915392365234624,1
15,16,VER,92.455,17.0,1.0,31.531,35.006,25.918,HARD,17.0,Red Bull Racing,2.0,208.61337209302326,321.0,64.0,63.656976744186046,0.5203488372093024,0.20348837209302326,27.1,33.7,127.0,3.7,-0.6326608701609899,0.04793877015478814,1
16,17,VER,92.124,18.0,1.0,31.411,34.878,25.835,HARD,18.0,Red Bull Racing,2.0,208.07471264367817,320.0,68.0,64.14655172413794,0.5229885057471264,0.1810344827586207,27.2,34.3,120.0,4.4,-1.3341478475084958,-0.5084764863635101,1
17,18,VER,92.073,19.0,1.0,31.341,34.978,25.754,HARD,19.0,Red Bull Racing,2.0,209.53631284916202,321.0,69.0,65.62569832402235,0.5279329608938548,0.1787709497206704,27.2,35.0,147.0,4.8,-1.9608732620128981,-0.8878465070073084,1
18,19,VER,92.203,20.0,1.0,31.391,34.966,25.846,HARD,20.0,Red Bull Racing,1.0,209.8687150837989,322.0,68.0,64.32402234636872,0.5167597765363129,0.17597765363128492,27.1,34.8,151.0,3.9,-1.7186820818775101,-0.5451823397845584,1
19,20,VER,92.351,21.0,1.0,31.41,35.041,25.9,HARD,21.0,Red Bull Racing,1.0,206.16897506925207,318.0,69.0,62.12742382271468,0.4930747922437673,0.1994459833795014,27.1,34.3,113.0,3.0,-0.40494352319646726,-0.26320437115577855,1
20,21,VER,92.267,22.0,1.0,31.426,34.969,25.872,HARD,22.0,Red Bull Racing,1.0,208.6829971181556,320.0,63.0,62.92795389048992,0.5100864553314121,0.18155619596541786,27.0,34.5,125.0,4.4,-0.9448638208697736,0.46068983246051837,1
21,22,VER,91.906,23.0,1.0,31.31,34.819,25.777,HARD,23.0,Red Bull Racing,1.0,210.91907514450867,319.0,66.0,65.73121387283237,0.5404624277456648,0.1676300578034682,27.2,36.0,136.0,4.1,-2.1223579717944308,-1.1987019911864394,1
