,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Team,Position,avg_speed,max_speed,min_speed,avg_throttle,full_throttle,full_brake,air_temp,track_temp,wind_dir,wind_speed,dim1,dim2,cluster_id
71,78,GAS,87.189,27.0,2.0,28.305,30.124,28.76,HARD,20.0,Alpine,15.0,237.40247678018576,326.0,67.0,73.687306501548,0.6346749226006192,0.14860681114551083,29.9,43.0,174.0,1.2,-0.16127798920178968,-0.25467157152847403,0
72,79,GAS,87.521,28.0,2.0,28.314,30.209,28.998,HARD,21.0,Alpine,15.0,239.43865030674846,325.0,66.0,76.20245398773007,0.6656441717791411,0.1165644171779141,29.9,43.3,112.0,0.8,-0.9227817156510435,-0.7038796595096737,1
73,80,GAS,87.383,29.0,2.0,28.372,30.15,28.861,HARD,22.0,Alpine,15.0,238.79310344827587,326.0,65.0,75.64890282131661,0.6551724137931034,0.13479623824451412,29.7,42.5,317.0,0.8,-0.5567652921505718,-0.1328279504127902,1
74,81,GAS,87.658,30.0,2.0,28.399,30.299,28.96,HARD,23.0,Alpine,15.0,235.61398176291794,326.0,64.0,74.3951367781155,0.6443768996960486,0.11854103343465046,29.7,42.5,190.0,1.2,0.4584126051966886,-0.18473206028770287,0
75,84,GAS,86.439,33.0,3.0,28.265,29.682,28.492,MEDIUM,2.0,Alpine,19.0,238.61490683229815,322.0,70.0,75.78260869565217,0.6583850931677019,0.12422360248447205,29.8,42.5,164.0,1.5,-2.632107381904892,-1.5063160588430908,1
76,85,GAS,86.877,34.0,3.0,28.208,29.857,28.812,MEDIUM,3.0,Alpine,18.0,236.56748466257667,323.0,64.0,72.3036809815951,0.6196319018404908,0.1411042944785276,29.8,42.6,232.0,0.8,-0.563673247899783,-1.3622421380722927,0
77,86,GAS,86.903,35.0,3.0,28.318,29.75,28.835,MEDIUM,4.0,Alpine,18.0,238.35093167701862,324.0,70.0,75.3167701863354,0.6614906832298136,0.13975155279503104,29.9,42.5,196.0,1.2,-1.7050847568304457,-1.4507440396630442,1
78,87,GAS,86.797,36.0,3.0,28.373,29.719,28.705,MEDIUM,5.0,Alpine,18.0,238.86708860759492,323.0,66.0,76.06012658227849,0.6677215189873418,0.12974683544303797,30.0,42.5,208.0,1.8,-1.957275192389393,-0.4337413474847273,1
79,88,GAS,86.499,37.0,3.0,28.27,29.768,28.461,MEDIUM,6.0,Alpine,18.0,239.343653250774,325.0,68.0,76.42414860681114,0.6563467492260062,0.1238390092879257,30.0,42.8,186.0,1.6,-2.56015702545502,-0.5337414922047076,1
80,89,GAS,86.357,38.0,3.0,28.251,29.614,28.492,MEDIUM,7.0,Alpine,18.0,237.8391167192429,325.0,67.0,76.61829652996846,0.668769716088328,0.13249211356466878,30.0,42.8,145.0,1.1,-2.275650114214936,-0.7749245080785105,1
81,90,GAS,86.736,39.0,3.0,28.411,29.667,28.658,MEDIUM,8.0,Alpine,17.0,239.3514376996805,324.0,67.0,75.04153354632588,0.6485623003194888,0.13099041533546327,30.0,42.8,205.0,1.7,-1.8971889245844415,-0.4875975276118881,1
82,91,GAS,86.548,40.0,3.0,28.22,29.656,28.672,MEDIUM,9.0,Alpine,16.0,239.04615384615386,325.0,66.0,76.29538461538462,0.6523076923076923,0.13230769230769232,30.1,42.9,187.0,2.0,-2.1617316782190557,0.03429093566340108,1
83,92,GAS,86.346,41.0,3.0,28.298,29.528,28.52,MEDIUM,10.0,Alpine,16.0,236.30091185410333,324.0,61.0,74.76899696048632,0.6534954407294833,0.12462006079027356,30.2,42.9,190.0,1.8,-1.4779735747131202,0.6303624402455542,1
84,93,GAS,86.425,42.0,3.0,28.346,29.611,28.468,MEDIUM,11.0,Alpine,16.0,237.2123076923077,325.0,68.0,74.79692307692308,0.6615384615384615,0.13230769230769232,30.2,42.5,168.0,1.6,-1.8478570985758387,0.23220001503313015,1
85,94,GAS,85.921,43.0,3.0,28.119,29.491,28.311,MEDIUM,12.0,Alpine,16.0,239.65189873417722,325.0,69.0,76.43354430379746,0.6677215189873418,0.12974683544303797,30.1,42.5,144.0,1.6,-3.223402109290097,0.208608045478543,1
86,95,GAS,85.758,44.0,3.0,28.058,29.469,28.231,MEDIUM,13.0,Alpine,16.0,241.9248366013072,326.0,69.0,76.63398692810458,0.6830065359477124,0.13725490196078433,30.0,41.7,161.0,1.1,-3.7776011240032803,0.4661001515682585,1
87,96,GAS,86.297,45.0,3.0,28.079,29.77,28.448,MEDIUM,14.0,Alpine,16.0,240.92767295597486,327.0,66.0,76.45283018867924,0.6761006289308176,0.12578616352201258,30.0,41.6,181.0,1.5,-2.8589743563780186,0.9562642662885307,1
88,97,GAS,86.292,46.0,3.0,28.121,29.695,28.476,MEDIUM,15.0,Alpine,16.0,238.66352201257862,327.0,67.0,76.86792452830188,0.6729559748427673,0.11949685534591195,30.0,41.2,176.0,1.1,-2.65638915605164,0.8033641683988838,1
89,98,GAS,86.144,47.0,3.0,27.984,29.639,28.521,MEDIUM,16.0,Alpine,16.0,241.5474006116208,327.0,67.0,77.31192660550458,0.6697247706422018,0.11009174311926606,30.1,41.2,161.0,1.7,-3.60472232145479,1.448458152564878,1
90,99,GAS,86.288,48.0,3.0,28.078,29.805,28.405,MEDIUM,17.0,Alpine,16.0,236.14893617021278,328.0,65.0,75.1854103343465,0.6504559270516718,0.14285714285714285,30.0,41.2,157.0,1.2,-1.3786709317606163,1.1931245677975733,1
91,100,GAS,87.913,49.0,3.0,28.05,30.784,29.079,MEDIUM,18.0,Alpine,16.0,235.40247678018576,332.0,61.0,73.46749226006192,0.6222910216718266,0.15170278637770898,30.0,40.8,152.0,1.6,1.4411098812770922,1.8210093793517657,2
92,101,GAS,87.375,50.0,3.0,28.252,30.016,29.107,MEDIUM,19.0,Alpine,15.0,233.41158536585365,341.0,52.0,71.36585365853658,0.600609756097561,0.18597560975609756,30.0,40.8,161.0,1.7,2.708106567766974,2.7179016080853757,2
93,104,PER,86.881,2.0,1.0,28.473,29.887,28.521,MEDIUM,2.0,Red Bull Racing,5.0,237.82428115015975,327.0,66.0,71.81150159744409,0.6357827476038339,0.17891373801916932,29.2,43.1,189.0,1.0,0.012742530531649067,-2.894874582647402,0
94,105,PER,86.143,3.0,1.0,28.372,29.462,28.309,MEDIUM,3.0,Red Bull Racing,5.0,238.08895705521473,326.0,65.0,71.10736196319019,0.6349693251533742,0.1656441717791411,29.3,43.2,36.0,0.6,-0.9510606896135593,-2.9300721321997685,0
95,106,PER,86.019,4.0,1.0,28.308,29.522,28.189,MEDIUM,4.0,Red Bull Racing,5.0,240.02786377708978,336.0,59.0,70.17027863777089,0.631578947368421,0.17956656346749225,29.5,43.1,204.0,0.8,-0.6370590372166621,-0.9299087873025168,1
96,107,PER,86.354,5.0,1.0,28.33,29.673,28.351,MEDIUM,5.0,Red Bull Racing,5.0,238.440625,348.0,62.0,72.60625,0.653125,0.159375,29.5,43.1,250.0,1.2,-0.5314058340764647,-0.7231455996291554,1
97,108,PER,86.465,6.0,1.0,28.327,29.863,28.275,MEDIUM,6.0,Red Bull Racing,5.0,236.61993769470405,332.0,65.0,73.22429906542057,0.660436137071651,0.1526479750778816,29.7,43.4,164.0,1.7,-0.7097473796413476,-0.9692803241567092,1
98,109,PER,86.333,7.0,1.0,28.288,29.798,28.247,MEDIUM,7.0,Red Bull Racing,5.0,238.17737003058105,332.0,64.0,71.95412844036697,0.6422018348623854,0.17737003058103976,29.6,43.6,160.0,1.8,-0.48898252939409653,-1.0027406400587835,0
99,110,PER,86.887,8.0,1.0,28.038,30.154,28.695,MEDIUM,8.0,Red Bull Racing,5.0,237.80597014925374,352.0,62.0,73.28358208955224,0.6537313432835821,0.17313432835820897,29.7,43.6,0.0,2.4,0.5110784974982022,-0.14710242007962743,0
100,111,PER,86.564,9.0,1.0,28.437,29.838,28.289,MEDIUM,9.0,Red Bull Racing,5.0,238.53453453453454,332.0,60.0,71.09609609609609,0.6246246246246246,0.18018018018018017,29.8,44.1,178.0,0.6,0.16610967348240613,-0.9119253466869441,0
101,112,PER,86.454,10.0,1.0,28.302,29.828,28.324,MEDIUM,10.0,Red Bull Racing,5.0,241.2153846153846,336.0,63.0,69.92,0.6215384615384615,0.18769230769230769,29.8,43.9,168.0,2.2,-0.2937093573040559,-0.05375249839544479,1
102,113,PER,87.245,11.0,1.0,28.223,30.258,28.764,MEDIUM,11.0,Red Bull Racing,5.0,235.88125,350.0,62.0,71.25625,0.6125,0.171875,29.9,43.9,181.0,1.8,1.5665391173631753,0.13691919830106833,0
103,114,PER,86.968,12.0,1.0,28.362,30.211,28.395,MEDIUM,12.0,Red Bull Racing,5.0,237.87227414330218,350.0,59.0,72.03426791277259,0.6355140186915887,0.17445482866043613,29.9,43.3,8.0,1.7,1.015105392053818,0.7552310453567026,2
104,115,PER,87.014,13.0,1.0,28.52,30.253,28.241,MEDIUM,13.0,Red Bull Racing,5.0,237.7742946708464,332.0,62.0,70.84326018808777,0.6394984326018809,0.19122257053291536,29.9,43.7,199.0,1.2,0.9894698707785348,-0.0024665177513996154,0
