,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,Team,Position,dim1,dim2,tsne_clusters_id
0,6.0,VER,100.785,7.0,1.0,29.256,33.44,38.089,174.0,205.0,309.0,285.0,MEDIUM,7.0,Red Bull Racing,1.0,-19.974255,-16.811554,2
1,7.0,VER,100.142,8.0,1.0,29.033,33.306,37.803,176.0,206.0,311.0,293.0,MEDIUM,8.0,Red Bull Racing,1.0,-22.506336,-15.262344,2
2,8.0,VER,99.669,9.0,1.0,28.653,33.163,37.853,177.0,205.0,309.0,293.0,MEDIUM,9.0,Red Bull Racing,1.0,-16.298012,-20.101328,2
3,11.0,VER,98.773,12.0,1.0,28.375,32.794,37.604,179.0,206.0,310.0,297.0,MEDIUM,12.0,Red Bull Racing,1.0,-23.176317,-10.580133,2
4,14.0,VER,99.477,15.0,1.0,28.525,33.315,37.637,177.0,207.0,308.0,294.0,MEDIUM,15.0,Red Bull Racing,1.0,-23.277899,-12.683068,2
5,17.0,VER,98.348,18.0,2.0,28.642,32.568,37.138,179.0,210.0,311.0,300.0,HARD,2.0,Red Bull Racing,9.0,-21.287624,-10.777475,2
6,18.0,VER,98.335,19.0,2.0,28.252,32.76,37.323,181.0,210.0,320.0,275.0,HARD,3.0,Red Bull Racing,9.0,-5.0826254,-16.267353,2
7,23.0,VER,98.482,24.0,2.0,28.259,33.422,36.801,180.0,208.0,314.0,280.0,HARD,8.0,Red Bull Racing,5.0,15.441455,15.96116,0
8,24.0,VER,98.943,25.0,2.0,28.343,33.334,37.266,181.0,201.0,311.0,293.0,HARD,9.0,Red Bull Racing,4.0,6.172034,-6.677354,1
9,28.0,VER,100.938,29.0,3.0,29.952,33.716,37.27,182.0,210.0,314.0,286.0,HARD,3.0,Red Bull Racing,5.0,11.211685,23.863634,0
10,29.0,VER,98.469,30.0,3.0,28.556,32.814,37.099,183.0,211.0,314.0,292.0,HARD,4.0,Red Bull Racing,5.0,-1.6275655,-17.11084,2
11,30.0,VER,97.748,31.0,3.0,28.515,32.897,36.336,185.0,212.0,310.0,304.0,HARD,5.0,Red Bull Racing,4.0,-6.131491,-21.981947,2
12,31.0,VER,96.603,32.0,3.0,27.789,32.032,36.782,182.0,211.0,315.0,303.0,HARD,6.0,Red Bull Racing,4.0,8.793519,-17.422693,1
13,32.0,VER,96.596,33.0,3.0,27.595,32.505,36.496,181.0,211.0,313.0,295.0,HARD,7.0,Red Bull Racing,3.0,10.72083,-18.08293,1
14,33.0,VER,96.359,34.0,3.0,27.603,31.967,36.789,183.0,211.0,313.0,302.0,HARD,8.0,Red Bull Racing,3.0,20.94822,-13.561593,1
15,35.0,VER,96.276,36.0,3.0,27.628,32.277,36.371,182.0,212.0,315.0,317.0,HARD,10.0,Red Bull Racing,2.0,20.168188,-13.410336,1
16,36.0,VER,96.66,37.0,3.0,27.488,32.259,36.913,184.0,211.0,310.0,259.0,HARD,11.0,Red Bull Racing,1.0,40.171547,-10.317975,1
17,38.0,VER,95.938,39.0,3.0,27.395,31.711,36.832,186.0,211.0,312.0,304.0,HARD,13.0,Red Bull Racing,1.0,39.01768,-12.870488,1
18,41.0,VER,96.212,42.0,3.0,27.426,31.936,36.85,185.0,212.0,311.0,307.0,HARD,16.0,Red Bull Racing,1.0,37.377766,-11.645977,1
19,42.0,VER,95.983,43.0,3.0,27.295,31.865,36.823,186.0,211.0,311.0,309.0,HARD,17.0,Red Bull Racing,1.0,37.395344,-12.256716,1
20,45.0,VER,95.896,46.0,3.0,27.267,31.877,36.752,187.0,210.0,313.0,309.0,HARD,20.0,Red Bull Racing,1.0,38.372814,-11.610036,1
21,48.0,VER,96.95,49.0,3.0,27.244,32.031,37.675,187.0,210.0,307.0,286.0,HARD,23.0,Red Bull Racing,1.0,37.901493,-11.053973,1
22,49.0,VER,97.637,50.0,3.0,28.321,32.275,37.041,184.0,212.0,310.0,304.0,HARD,24.0,Red Bull Racing,1.0,37.301212,5.507896,1
23,56.0,GAS,102.346,7.0,1.0,30.526,34.069,37.751,175.0,207.0,309.0,271.0,MEDIUM,7.0,Alpine,4.0,27.340569,15.59633,1
24,57.0,GAS,100.56,8.0,1.0,29.429,33.494,37.637,177.0,208.0,309.0,274.0,MEDIUM,8.0,Alpine,4.0,36.462635,-12.325532,1
25,59.0,GAS,99.005,10.0,1.0,28.837,32.995,37.173,178.0,208.0,298.0,272.0,MEDIUM,10.0,Alpine,4.0,38.448303,-10.093775,1
26,61.0,GAS,99.088,12.0,1.0,28.746,33.163,37.179,179.0,208.0,311.0,290.0,MEDIUM,12.0,Alpine,4.0,-28.461504,-16.458448,2
27,62.0,GAS,99.41,13.0,1.0,28.639,33.456,37.315,178.0,207.0,310.0,305.0,MEDIUM,13.0,Alpine,4.0,-11.673229,-19.354893,2
28,64.0,GAS,100.333,15.0,1.0,29.001,33.79,37.542,176.0,204.0,309.0,304.0,MEDIUM,15.0,Alpine,3.0,-26.520754,-10.881909,2
29,65.0,GAS,100.814,16.0,1.0,29.135,33.87,37.809,177.0,206.0,307.0,305.0,MEDIUM,16.0,Alpine,3.0,-18.459597,-8.712891,2
30,68.0,GAS,99.315,19.0,2.0,28.845,33.254,37.216,177.0,205.0,309.0,314.0,HARD,2.0,Alpine,10.0,-19.549377,-7.4026804,2
31,70.0,GAS,98.774,21.0,2.0,28.59,33.059,37.125,178.0,208.0,309.0,309.0,HARD,4.0,Alpine,9.0,-18.878542,-0.65202844,2
32,71.0,GAS,98.683,22.0,2.0,28.658,33.06,36.965,173.0,208.0,312.0,314.0,HARD,5.0,Alpine,9.0,-4.9158106,7.8117514,0
33,72.0,GAS,98.585,23.0,2.0,28.333,32.947,37.305,180.0,210.0,313.0,306.0,HARD,6.0,Alpine,9.0,-19.460804,-4.0080857,2
