,Time,Status,Message
0,0 days 00:00:00,1,AllClear
1,0 days 01:00:00.637000,2,Yellow
2,0 days 01:00:13.856000,1,AllClear
3,0 days 01:00:14.200000,2,Yellow
4,0 days 01:00:46.199000,1,AllClear
5,0 days 01:01:00.340000,2,Yellow
6,0 days 01:01:15.230000,1,AllClear
7,0 days 01:02:32.198000,2,Yellow
8,0 days 01:02:50.182000,4,SCDeployed
9,0 days 01:05:35.568000,5,Red
10,0 days 01:26:51.553000,1,AllClear
