,index,Driver,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Team,Position,avg_speed,max_speed,min_speed,avg_throttle,full_throttle,full_brake,air_temp,track_temp,wind_dir,wind_speed,dim1,dim2,tsne_clusters_id
48,53,GAS,88.696,2.0,1.0,28.782,30.575,29.339,MEDIUM,2.0,Alpine,17.0,234.971875,329.0,67.0,73.2875,0.628125,0.165625,29.2,43.1,189.0,1.0,23.677015,39.152054,1
49,54,GAS,87.916,3.0,1.0,28.714,30.06,29.142,MEDIUM,3.0,Alpine,17.0,236.3939393939394,329.0,68.0,73.64545454545454,0.6363636363636364,0.15757575757575756,29.3,43.2,36.0,0.6,25.410648,45.482395,1
50,55,GAS,87.472,4.0,1.0,28.432,30.029,29.011,MEDIUM,4.0,Alpine,17.0,237.2012195121951,340.0,67.0,73.63414634146342,0.6341463414634146,0.14329268292682926,29.5,43.1,204.0,0.8,25.170301,31.191294,1
51,56,GAS,87.694,5.0,1.0,28.291,30.155,29.248,MEDIUM,5.0,Alpine,17.0,237.70897832817337,356.0,70.0,73.17647058823529,0.628482972136223,0.16718266253869968,29.5,43.1,250.0,1.2,28.263615,29.795475,1
52,57,GAS,87.324,6.0,1.0,28.241,30.047,29.036,MEDIUM,6.0,Alpine,17.0,240.0632530120482,337.0,68.0,74.20481927710843,0.6325301204819277,0.14156626506024098,29.7,43.4,164.0,1.7,15.013428,23.01617,1
53,58,GAS,87.21,7.0,1.0,28.18,29.932,29.098,MEDIUM,7.0,Alpine,17.0,237.54128440366972,338.0,65.0,74.33333333333333,0.6391437308868502,0.14067278287461774,29.6,43.6,160.0,1.8,14.960556,22.476809,1
54,59,GAS,87.24,8.0,1.0,28.0,30.157,29.083,MEDIUM,8.0,Alpine,17.0,239.15588235294118,338.0,67.0,75.30588235294118,0.6529411764705882,0.15,29.7,43.6,162.0,1.0,23.344704,25.655508,1
55,60,GAS,87.366,9.0,1.0,28.124,29.976,29.266,MEDIUM,9.0,Alpine,17.0,236.25525525525526,338.0,63.0,73.51651651651652,0.6246246246246246,0.14414414414414414,29.8,44.1,178.0,0.6,24.978222,22.259535,1
56,63,GAS,87.431,12.0,2.0,28.524,29.851,29.056,HARD,5.0,Alpine,19.0,236.7058823529412,317.0,69.0,77.79256965944272,0.6904024767801857,0.13003095975232198,29.8,43.1,172.0,1.2,8.82239,-8.865649,2
57,64,GAS,87.368,13.0,2.0,28.44,29.892,29.036,HARD,6.0,Alpine,18.0,237.37854889589906,320.0,65.0,75.31230283911673,0.6466876971608833,0.13249211356466878,29.9,43.7,199.0,1.2,9.477469,-8.382108,2
58,65,GAS,87.348,14.0,2.0,28.394,30.051,28.903,HARD,7.0,Alpine,18.0,237.35576923076923,322.0,66.0,76.40064102564102,0.6602564102564102,0.11858974358974358,30.0,43.7,258.0,2.0,-28.08529,-26.200481,0
59,66,GAS,87.363,15.0,2.0,28.462,30.093,28.808,HARD,8.0,Alpine,18.0,236.4060606060606,323.0,68.0,74.72727272727273,0.6515151515151515,0.1393939393939394,30.0,43.5,156.0,0.8,9.864297,-7.122837,2
60,67,GAS,87.088,16.0,2.0,28.289,30.067,28.732,HARD,9.0,Alpine,18.0,239.8801261829653,325.0,66.0,76.50788643533123,0.668769716088328,0.13249211356466878,29.9,43.7,0.0,1.7,-3.3333733,39.317226,1
61,68,GAS,87.076,17.0,2.0,28.286,29.953,28.837,HARD,10.0,Alpine,18.0,236.65432098765433,327.0,66.0,73.66666666666667,0.6296296296296297,0.1388888888888889,29.8,43.5,268.0,1.5,6.588293,7.1464705,1
62,69,GAS,87.053,18.0,2.0,28.315,30.045,28.693,HARD,11.0,Alpine,18.0,238.38297872340425,327.0,66.0,75.55927051671732,0.6504559270516718,0.12462006079027356,29.8,43.6,158.0,1.2,12.738323,-7.665435,2
63,70,GAS,87.136,19.0,2.0,28.422,30.088,28.626,HARD,12.0,Alpine,18.0,239.21296296296296,328.0,67.0,75.48765432098766,0.6604938271604939,0.12962962962962962,29.9,44.3,201.0,0.8,12.2741165,-8.977206,2
64,71,GAS,87.035,20.0,2.0,28.17,30.107,28.758,HARD,13.0,Alpine,18.0,239.55076923076922,334.0,66.0,75.32923076923078,0.6369230769230769,0.13846153846153847,30.0,44.3,82.0,1.2,-0.130993,27.320559,1
65,72,GAS,87.706,21.0,2.0,28.31,30.354,29.042,HARD,14.0,Alpine,17.0,234.55421686746988,331.0,66.0,74.36746987951807,0.6325301204819277,0.13253012048192772,30.0,44.0,145.0,1.3,15.482246,-4.4282007,2
66,73,GAS,87.219,22.0,2.0,28.315,30.023,28.881,HARD,15.0,Alpine,17.0,237.16398713826368,326.0,67.0,74.34405144694534,0.6559485530546624,0.13504823151125403,30.0,43.7,134.0,1.7,13.579739,-5.789903,2
67,74,GAS,87.454,23.0,2.0,28.367,30.178,28.909,HARD,16.0,Alpine,17.0,235.7378048780488,326.0,67.0,72.30182926829268,0.6189024390243902,0.1524390243902439,29.9,43.6,210.0,1.5,13.892321,-1.4545472,1
68,75,GAS,87.06,24.0,2.0,28.144,30.16,28.756,HARD,17.0,Alpine,17.0,240.76323987538942,326.0,67.0,75.1246105919003,0.6510903426791277,0.12149532710280374,29.9,43.5,179.0,2.0,-2.6996348,-15.255357,2
69,76,GAS,87.223,25.0,2.0,28.176,30.119,28.928,HARD,18.0,Alpine,16.0,237.96119402985076,327.0,67.0,74.0179104477612,0.6388059701492538,0.13432835820895522,29.8,43.6,156.0,1.6,13.346948,-5.3563867,2
70,77,GAS,87.59,26.0,2.0,28.496,30.15,28.944,HARD,19.0,Alpine,15.0,236.09717868338558,327.0,58.0,75.04388714733543,0.658307210031348,0.12852664576802508,29.9,43.4,153.0,1.7,7.10839,-12.931208,2
71,78,GAS,87.189,27.0,2.0,28.305,30.124,28.76,HARD,20.0,Alpine,15.0,237.40247678018576,326.0,67.0,73.687306501548,0.6346749226006192,0.14860681114551083,29.9,43.0,174.0,1.2,12.153159,-2.949969,2
72,79,GAS,87.521,28.0,2.0,28.314,30.209,28.998,HARD,21.0,Alpine,15.0,239.43865030674846,325.0,66.0,76.20245398773007,0.6656441717791411,0.1165644171779141,29.9,43.3,112.0,0.8,14.231674,-7.9885955,2
73,80,GAS,87.383,29.0,2.0,28.372,30.15,28.861,HARD,22.0,Alpine,15.0,238.79310344827587,326.0,65.0,75.64890282131661,0.6551724137931034,0.13479623824451412,29.7,42.5,317.0,0.8,10.80608,2.2752466,1
